BESTELLIDENT;B_EMAIL;B_TELEFON;B_GEBDATUM;FLAG_LRIDENTISCH;FLAG_NEWSLETTER;Z_METHODE;Z_CARD_ART;Z_CARD_VALID;Z_LAST_NAME;WERT_BEST;TAG_BEST;TIME_BEST;ANZ_BEST;ANUMMER_01;ANUMMER_02;ANUMMER_03;ANUMMER_04;ANUMMER_05;ANUMMER_06;ANUMMER_07;ANUMMER_08;ANUMMER_09;ANUMMER_10;CHK_LADR;CHK_RADR;CHK_KTO;CHK_CARD;CHK_COOKIE;CHK_IP;FAIL_LPLZ;FAIL_LORT;FAIL_LPLZORTMATCH;FAIL_RPLZ;FAIL_RORT;FAIL_RPLZORTMATCH;SESSION_TIME;NEUKUNDE;ANZ_BEST_GES;WERT_BEST_GES;DATUM_LBEST;MAHN_AKT;MAHN_HOECHST;PROGNOSE_BETRUG
40655;ja;nein;1976-10-15 00:00:00.000;ja;nein;Rechnung;;7.2005;;9,8;Mo;1899-12-30 08:58:00.000;1;201967;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40656;ja;nein;1968-09-09 00:00:00.000;nein;nein;Kreditkarte;Visa;11.2005;ja;81,99;So;1899-12-30 13:47:00.000;2;603776;302677.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;11;nein;1;191,36;2003-07-16 00:00:00.000;0;2;nein
40665;ja;nein;1976-07-15 00:00:00.000;ja;nein;Rechnung;;6.2005;;8,5;Fr;1899-12-30 02:03:00.000;1;205431;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40666;ja;nein;1981-03-18 00:00:00.000;ja;nein;Kreditkarte;Visa;3.2005;ja;68,4;Sa;1899-12-30 17:00:00.000;1;503136;;;;;;;;;;nein;nein;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40669;ja;ja;1983-08-23 00:00:00.000;ja;nein;Rechnung;;4.2005;;17,8;So;1899-12-30 17:09:00.000;1;406120;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40671;ja;nein;1977-02-18 00:00:00.000;nein;nein;Lastschrift;;7.2005;ja;16;Mi;1899-12-30 18:36:00.000;1;504077;;;;;;;;;;nein;nein;nein;nein;nein;ja;nein;nein;nein;nein;nein;nein;10;nein;1;44,81;2003-11-04 00:00:00.000;0;2;ja
40673;ja;nein;1969-07-19 00:00:00.000;nein;nein;Kreditkarte;Visa;4.2006;ja;37;So;1899-12-30 18:16:00.000;1;600925;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;2;26,86;2002-08-31 00:00:00.000;0;0;nein
40674;ja;ja;1971-09-06 00:00:00.000;ja;nein;Rechnung;;1.2005;;62;Sa;1899-12-30 16:57:00.000;1;506310;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40677;ja;nein;1961-12-14 00:00:00.000;ja;nein;Rechnung;;8.2006;;17,99;Di;1899-12-30 06:38:00.000;1;205338;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40682;ja;nein;1965-04-11 00:00:00.000;ja;nein;Rechnung;;8.2007;;8,5;Do;1899-12-30 11:24:00.000;1;401402;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40685;ja;nein;1961-01-14 00:00:00.000;ja;ja;Rechnung;;10.2007;;54,5;So;1899-12-30 19:01:00.000;1;406036;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;2;49,58;2004-03-24 00:00:00.000;1;1;nein
40688;nein;nein;1986-12-14 00:00:00.000;nein;nein;Kundenkarte;Kundenkarte;10.2005;ja;18,2;Fr;1899-12-30 13:36:00.000;1;106590;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
40691;ja;nein;1957-07-27 00:00:00.000;ja;nein;Rechnung;;7.2005;;51;Mi;1899-12-30 03:05:00.000;1;400738;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40692;ja;ja;1970-06-29 00:00:00.000;ja;nein;Rechnung;;6.2007;;29,99;Mi;1899-12-30 22:27:00.000;1;405284;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;218,18;2004-07-11 00:00:00.000;0;0;nein
40696;ja;nein;1982-09-16 00:00:00.000;ja;nein;Rechnung;;3.2005;;12,6;Mi;1899-12-30 02:54:00.000;1;407162;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40697;ja;nein;1975-03-30 00:00:00.000;ja;nein;Kreditkarte;Eurocard;8.2005;ja;114,9;So;1899-12-30 05:24:00.000;2;606284;206520.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40698;ja;nein;1986-03-14 00:00:00.000;ja;nein;Rechnung;;8.2006;;18,5;Mo;1899-12-30 21:29:00.000;1;504258;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;28,32;2002-03-05 00:00:00.000;0;0;ja
40701;nein;nein;1960-02-28 00:00:00.000;ja;nein;Rechnung;;6.2005;;44,7;Fr;1899-12-30 15:03:00.000;2;201648;203776.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;17;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40705;nein;nein;1951-10-15 00:00:00.000;ja;nein;Rechnung;;9.2006;;64;Do;1899-12-30 20:24:00.000;2;400124;400822.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;83,48;2002-05-07 00:00:00.000;0;2;nein
40708;ja;nein;1967-08-16 00:00:00.000;ja;nein;Kreditkarte;Amex;10.2007;ja;19,99;Sa;1899-12-30 03:31:00.000;1;106504;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;56,67;2001-04-24 00:00:00.000;0;0;nein
40709;ja;nein;1966-05-03 00:00:00.000;ja;nein;Rechnung;;4.2007;;52,1;So;1899-12-30 10:21:00.000;3;500124;404159.0;201619.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;12,41;2001-06-11 00:00:00.000;0;0;nein
40710;ja;nein;1979-06-29 00:00:00.000;ja;nein;Rechnung;;9.2007;;9,99;Sa;1899-12-30 05:44:00.000;1;407703;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40712;nein;nein;1972-03-02 00:00:00.000;ja;nein;Rechnung;;1.2005;;99;Mi;1899-12-30 16:23:00.000;2;409333;102133.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40719;ja;nein;1972-02-20 00:00:00.000;ja;nein;Kreditkarte;Eurocard;9.2006;ja;180,7;Do;1899-12-30 01:17:00.000;3;406036;301893.0;109725.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40725;nein;ja;1972-02-04 00:00:00.000;ja;nein;Rechnung;;6.2005;;34,5;So;1899-12-30 11:14:00.000;1;405874;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40727;ja;nein;1966-02-14 00:00:00.000;nein;nein;Kreditkarte;Eurocard;6.2005;ja;12,8;Mo;1899-12-30 17:23:00.000;1;402399;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40730;ja;nein;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Visa;3.2005;ja;123;So;1899-12-30 09:17:00.000;3;402572;406203.0;506821.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40731;ja;nein;1978-05-26 00:00:00.000;ja;nein;Rechnung;;3.2005;;10,8;Sa;1899-12-30 17:06:00.000;1;408470;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40732;ja;ja;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Amex;3.2006;ja;18;Di;1899-12-30 12:14:00.000;1;400925;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40734;ja;nein;1899-12-30 00:00:00.000;ja;ja;Kreditkarte;Visa;1.2005;ja;119;Mo;1899-12-30 10:50:00.000;2;400802;200576.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;2;73,64;2002-03-18 00:00:00.000;3;3;nein
40735;nein;ja;1975-12-24 00:00:00.000;nein;nein;Kreditkarte;Visa;2.2005;ja;68,4;Mo;1899-12-30 17:48:00.000;1;203950;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40736;ja;ja;1964-05-29 00:00:00.000;ja;nein;Rechnung;;6.2006;;8,5;Sa;1899-12-30 03:32:00.000;1;400953;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;14,08;2001-11-13 00:00:00.000;0;0;nein
40738;nein;nein;1967-07-18 00:00:00.000;ja;nein;Rechnung;;4.2007;;46,5;Sa;1899-12-30 14:41:00.000;1;202123;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40742;ja;nein;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Visa;5.2007;ja;86,4;So;1899-12-30 14:30:00.000;2;405965;201856.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40743;ja;nein;1963-02-16 00:00:00.000;ja;nein;Rechnung;;12.2007;;19,99;Mo;1899-12-30 08:18:00.000;1;200767;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;28,14;2004-07-12 00:00:00.000;0;0;nein
40744;ja;nein;1961-03-06 00:00:00.000;ja;nein;Kreditkarte;Eurocard;8.2005;ja;122,3;Mo;1899-12-30 13:48:00.000;2;209006;601893.0;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;85,81;2002-11-04 00:00:00.000;0;2;ja
40745;ja;nein;1976-02-12 00:00:00.000;nein;nein;Lastschrift;;4.2006;ja;42,8;So;1899-12-30 00:48:00.000;1;100147;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;30,61;2002-06-23 00:00:00.000;0;1;nein
40751;ja;nein;1976-07-13 00:00:00.000;ja;nein;Rechnung;;8.2007;;51;Mi;1899-12-30 17:06:00.000;1;405431;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40756;ja;nein;1982-12-21 00:00:00.000;ja;nein;Rechnung;;5.2005;;26;Mo;1899-12-30 10:02:00.000;1;206310;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;96,61;2004-03-31 00:00:00.000;0;0;nein
40761;ja;nein;1964-02-08 00:00:00.000;ja;nein;Rechnung;;4.2007;;9,8;Mo;1899-12-30 02:32:00.000;1;405378;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40762;ja;nein;1979-04-21 00:00:00.000;ja;nein;Rechnung;;5.2005;;31,9;Sa;1899-12-30 18:12:00.000;1;206954;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;64,42;2003-05-27 00:00:00.000;0;0;nein
40765;ja;nein;1975-02-13 00:00:00.000;ja;nein;Rechnung;;4.2007;;22,95;So;1899-12-30 14:33:00.000;1;101893;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;7,37;2001-08-18 00:00:00.000;0;0;nein
40766;ja;nein;1968-09-28 00:00:00.000;ja;nein;Rechnung;;8.2007;;18;So;1899-12-30 14:53:00.000;1;409513;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40768;ja;nein;1965-01-18 00:00:00.000;ja;nein;Rechnung;;1.2005;;17,99;Sa;1899-12-30 16:47:00.000;1;302089;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;19;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40769;ja;ja;1968-08-27 00:00:00.000;nein;nein;Kreditkarte;Eurocard;10.2006;ja;42,8;So;1899-12-30 18:59:00.000;1;307317;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;nein;1;25,24;2004-12-08 00:00:00.000;0;0;nein
40770;ja;nein;1962-03-09 00:00:00.000;ja;nein;Lastschrift;;11.2007;ja;26;Mo;1899-12-30 22:38:00.000;1;207699;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40772;nein;nein;1973-08-24 00:00:00.000;ja;nein;Rechnung;;7.2005;;18,5;Sa;1899-12-30 21:48:00.000;1;204553;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40773;ja;ja;1899-12-30 00:00:00.000;nein;nein;Kreditkarte;Eurocard;9.2007;ja;19,99;Mi;1899-12-30 16:22:00.000;1;407046;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;5,75;2001-12-14 00:00:00.000;0;0;nein
40777;nein;ja;1969-08-04 00:00:00.000;ja;nein;Kreditkarte;Eurocard;10.2006;ja;43,5;Do;1899-12-30 06:45:00.000;1;205378;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40780;ja;nein;1979-11-07 00:00:00.000;nein;nein;Kreditkarte;Eurocard;5.2007;ja;12,8;So;1899-12-30 12:23:00.000;1;201648;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40781;ja;ja;1980-07-24 00:00:00.000;nein;nein;Kreditkarte;Eurocard;11.2007;ja;64,6;Mi;1899-12-30 11:32:00.000;2;605580;104645.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;ja;nein;nein;6;nein;1;7,42;2004-12-06 00:00:00.000;3;3;nein
40782;nein;nein;1899-12-30 00:00:00.000;nein;nein;Lastschrift;;7.2007;ja;19,99;Do;1899-12-30 20:51:00.000;1;207255;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40788;ja;nein;1977-08-28 00:00:00.000;ja;nein;Rechnung;;6.2007;;5,2;Mo;1899-12-30 11:16:00.000;1;604485;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;2;51,32;2003-03-13 00:00:00.000;1;1;nein
40789;ja;nein;1967-10-22 00:00:00.000;nein;nein;Kreditkarte;Eurocard;2.2007;ja;68,4;Sa;1899-12-30 14:53:00.000;1;505685;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40791;ja;nein;1966-08-20 00:00:00.000;nein;nein;Lastschrift;;9.2006;ja;28,6;Mi;1899-12-30 16:35:00.000;2;208499;200822.0;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;40,43;2000-12-27 00:00:00.000;0;0;ja
40794;ja;nein;1958-04-15 00:00:00.000;ja;nein;Rechnung;;10.2007;;5,2;Di;1899-12-30 14:52:00.000;1;400172;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40795;ja;ja;1970-10-21 00:00:00.000;ja;nein;Rechnung;;11.2005;;29,99;Sa;1899-12-30 22:30:00.000;1;300476;;;;;;;;;;ja;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;2;32,8;2001-06-15 00:00:00.000;0;0;ja
40796;ja;ja;1978-12-13 00:00:00.000;ja;nein;Rechnung;;3.2007;;48,19;Fr;1899-12-30 22:25:00.000;2;407741;406859.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;12,06;2003-12-07 00:00:00.000;0;0;nein
40799;ja;nein;1974-08-29 00:00:00.000;ja;nein;Rechnung;;3.2006;;46,5;Do;1899-12-30 08:11:00.000;1;400329;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;15,93;2004-07-01 00:00:00.000;0;0;nein
40800;ja;nein;1958-06-17 00:00:00.000;ja;nein;Rechnung;;2.2006;;49,3;Sa;1899-12-30 23:00:00.000;2;204485;405966.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40801;ja;nein;1973-12-29 00:00:00.000;nein;nein;Kreditkarte;Visa;9.2006;ja;68,4;Do;1899-12-30 01:57:00.000;1;408679;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40806;ja;nein;1983-01-27 00:00:00.000;ja;nein;Rechnung;;4.2005;;29,5;Do;1899-12-30 09:02:00.000;1;403136;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40812;ja;nein;1983-08-27 00:00:00.000;ja;ja;Rechnung;;11.2006;;62;Do;1899-12-30 18:51:00.000;1;603776;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40813;nein;nein;1899-12-30 00:00:00.000;nein;nein;Lastschrift;;10.2006;nein;64,5;Mi;1899-12-30 13:59:00.000;1;402572;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40815;ja;ja;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Eurocard;9.2006;ja;8,5;Fr;1899-12-30 18:19:00.000;1;400953;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40816;ja;nein;1962-10-27 00:00:00.000;nein;nein;Kreditkarte;Eurocard;9.2006;ja;34,5;Fr;1899-12-30 21:18:00.000;1;409006;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
40824;nein;nein;1975-05-28 00:00:00.000;ja;nein;Rechnung;;3.2007;;46,5;Fr;1899-12-30 09:06:00.000;1;100959;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;15;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40827;nein;nein;1899-12-30 00:00:00.000;nein;nein;Lastschrift;;3.2005;ja;12,6;Mi;1899-12-30 09:28:00.000;1;204522;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;185,51;2001-03-24 00:00:00.000;0;2;nein
40829;ja;nein;1954-10-20 00:00:00.000;ja;nein;Rechnung;;9.2006;;16;Mi;1899-12-30 09:25:00.000;1;401223;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;63,92;2003-01-09 00:00:00.000;0;0;nein
40830;ja;nein;1976-11-22 00:00:00.000;nein;nein;Kreditkarte;Visa;2.2005;ja;9,99;Sa;1899-12-30 16:41:00.000;1;509725;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;11,97;2003-06-12 00:00:00.000;0;2;nein
40832;ja;nein;1955-08-07 00:00:00.000;ja;nein;Rechnung;;9.2006;;9,99;Fr;1899-12-30 22:56:00.000;1;405580;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40843;ja;nein;1973-10-05 00:00:00.000;ja;nein;Rechnung;;10.2006;;12,6;Mo;1899-12-30 11:19:00.000;1;202448;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;13;nein;1;108,86;2002-07-16 00:00:00.000;0;2;nein
40845;ja;nein;1980-05-08 00:00:00.000;ja;nein;Rechnung;;12.2005;;26;Sa;1899-12-30 13:41:00.000;1;404077;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;71,06;2002-02-20 00:00:00.000;1;1;nein
40847;ja;nein;1978-03-31 00:00:00.000;ja;nein;Lastschrift;;12.2006;ja;120,4;Di;1899-12-30 22:04:00.000;2;104765;402278.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;80,2;2003-01-04 00:00:00.000;0;0;nein
40848;ja;nein;1967-01-07 00:00:00.000;nein;nein;Lastschrift;;8.2005;ja;29,99;Do;1899-12-30 13:53:00.000;1;606858;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;14;nein;1;56,04;2003-03-11 00:00:00.000;1;1;nein
40849;ja;nein;1982-05-28 00:00:00.000;ja;nein;Kreditkarte;Eurocard;2.2007;ja;27,79;Do;1899-12-30 07:35:00.000;2;101796;204077.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;1;nein;1;38,33;2005-01-18 00:00:00.000;0;0;nein
40854;ja;nein;1985-11-06 00:00:00.000;nein;nein;Kreditkarte;Eurocard;6.2007;ja;43,5;Di;1899-12-30 03:48:00.000;1;408801;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;nein;1;50,24;2003-02-02 00:00:00.000;0;0;nein
40857;ja;nein;1977-05-07 00:00:00.000;nein;nein;Kreditkarte;Eurocard;4.2005;ja;23,5;Sa;1899-12-30 16:40:00.000;1;202611;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;23,05;2001-04-26 00:00:00.000;0;1;nein
40858;nein;nein;1941-07-05 00:00:00.000;nein;nein;Kreditkarte;Visa;1.2005;ja;18,3;Mi;1899-12-30 00:59:00.000;2;600578;408889.0;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;8;nein;1;7,49;2001-08-07 00:00:00.000;0;0;nein
40860;ja;nein;1963-08-08 00:00:00.000;nein;nein;Kreditkarte;Visa;7.2006;ja;18,2;Di;1899-12-30 21:20:00.000;1;406859;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;6;nein;1;46,34;2001-11-21 00:00:00.000;0;0;nein
40861;ja;nein;1960-05-23 00:00:00.000;ja;nein;Kreditkarte;Visa;2.2005;ja;54,5;Mi;1899-12-30 07:16:00.000;1;106310;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;9;nein;1;48,14;2003-12-17 00:00:00.000;0;0;nein
40862;nein;nein;1969-03-03 00:00:00.000;ja;nein;Rechnung;;1.2006;;17,8;Do;1899-12-30 12:44:00.000;1;203397;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;12;nein;1;52,42;2003-02-22 00:00:00.000;0;1;nein
40866;ja;nein;1976-01-21 00:00:00.000;ja;nein;Rechnung;;4.2006;;45,8;Mi;1899-12-30 10:00:00.000;3;500578;405378.0;109006.0;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;5;nein;1;69,51;2001-06-22 00:00:00.000;0;0;nein
40871;ja;nein;1964-07-03 00:00:00.000;ja;nein;Kundenkarte;Kundenkarte;8.2007;ja;18,5;So;1899-12-30 01:30:00.000;1;300124;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;3;nein;0;0;1899-12-30 00:00:00.000;0;0;nein
40872;ja;nein;1979-05-26 00:00:00.000;ja;nein;Kreditkarte;Visa;8.2006;ja;120,4;Sa;1899-12-30 20:12:00.000;4;409053;100061.0;201856.0;100925.0;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;11;nein;1;22,47;2004-01-19 00:00:00.000;0;0;nein
40873;ja;nein;1967-03-27 00:00:00.000;ja;nein;Rechnung;;1.2005;;64,5;So;1899-12-30 10:00:00.000;1;608801;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;2;ja;0;0;1899-12-30 00:00:00.000;0;0;ja
40878;ja;ja;1899-12-30 00:00:00.000;ja;nein;Kreditkarte;Eurocard;9.2007;ja;19,99;Do;1899-12-30 11:31:00.000;1;407046;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;4;nein;3;171,9;2003-11-15 00:00:00.000;1;1;nein
40881;ja;nein;1969-03-02 00:00:00.000;ja;nein;Rechnung;;3.2005;;32,8;Sa;1899-12-30 02:48:00.000;1;307046;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;10;nein;1;8,34;2003-05-20 00:00:00.000;0;0;nein
40889;ja;ja;1960-02-05 00:00:00.000;ja;ja;Rechnung;;8.2006;;44;Mo;1899-12-30 20:08:00.000;1;209736;;;;;;;;;;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;nein;7;ja;0;0;1899-12-30 00:00:00.000;0;0;nein
